"(-1.1227185732915186, -0.66903834091998771)",-1
"(0.19162084477913788, -0.63588610074456864)",-1
"(-1.4142421310621034, -0.97983014572901606)",-1
"(-1.2714511545036289, -1.2045369113445605)",-1
"(0.61422175728155082, 1.1655631651533784)",1
"(0.35996168933302186, 0.7783658766775079)",1
"(-0.58209940440485908, -1.0357021457076949)",-1
"(1.3653620396756263, 1.235051138040397)",1
"(1.6286486975866712, 1.3303593208251341)",1
"(-1.2844441421818193, -0.6737182766060168)",-1
"(0.20207836911626598, -0.69957437826775393)",-1
"(0.38308286932373531, -0.3549931283756208)",-1
"(-1.3833529024492759, -1.2544928963442272)",-1
"(2.0998390806495713, 1.5081313045302982)",1
"(1.8894093200798032, 1.2672739352282285)",1
"(2.2833680199679058, 1.629114847590913)",1
"(-1.600486267372091, -1.7072493702404807)",-1
"(-1.4280462648580672, -1.3078584971523153)",-1
"(1.953308383528813, 1.2263366174883412)",1
"(1.6103892035519789, 1.3930617270347505)",1
"(-0.75520702245437543, -1.0956719706038343)",-1
"(2.8512754863469847, 2.7375818759378512)",1
"(-0.080510815350695264, 0.42638298066569047)",1
"(-0.92972700493521399, -0.45301856313040889)",-1
"(-1.0227416680352308, -0.9544020290284595)",-1
"(-1.2037134598687493, -1.6455328544336831)",-1
"(0.004205380923114399, -0.63625842263055365)",-1
"(-1.1745884482772473, -0.82739493881895876)",-1
"(1.284481718803594, 1.4972451563533364)",1
"(-1.7251118102093517, -1.6759130650259206)",-1
"(1.839195621801661, 2.3164522963744241)",1
"(1.3285065297089071, 1.375472478444941)",1
"(1.282435996451134, 1.0844691065298517)",1
"(-2.0016158504524872, -2.2607814627282492)",-1
"(0.52984592572584199, -0.029059155736947173)",-1
"(3.0960677869923998, 2.9388407848526215)",1
"(0.42738535061899119, 0.082636578736661415)",-1
"(-1.942666916127328, -2.1307034076363638)",-1
"(2.4535793363051539, 1.6736492947113013)",1
"(0.73599812355487693, 0.38830702562804387)",1
"(1.2745173273833175, 1.2087369076157524)",1
"(0.6994044216073052, 1.0316783870003308)",1
"(0.054334485428544577, 0.53276856855261467)",1
"(-0.9911009980381692, -0.6826330057761687)",-1
"(-1.2189751002532265, -0.74469936044789198)",-1
"(2.0521145683454085, 1.728596507041833)",1
"(-2.6067887408713664, -2.7319609119812811)",-1
"(-0.30353839126041315, -0.43856727267917051)",-1
"(-1.2389114115892568, -0.42242931759656543)",-1
"(-2.0944655886977048, -2.2152315281726844)",-1
"(1.2051632862924597, 1.1247854540274009)",1
"(0.57427545557957838, 0.93217328784529674)",1
"(-0.89011496237848808, -0.66716594430572762)",-1
"(-1.0588888175536884, -0.59564999204857449)",-1
"(-1.4205741740606617, -1.7744834185182419)",-1
"(-1.3174333260857027, -1.4493979581915868)",-1
"(-0.41180183151325273, -0.55203482081268418)",-1
"(1.7465207679998904, 1.3570893345210653)",1
"(0.71166125390760859, 1.0484846762484186)",1
"(0.1989027067647785, 0.51175495547889616)",1
"(1.3808628495092843, 1.411954927988593)",1
"(-2.4577496880355634, -1.9322390607288764)",-1
"(-1.2010981533533236, -0.8540856127784674)",-1
"(-1.1290268187673134, -1.0685258227842873)",-1
"(1.1643231934088618, 0.7033548211656524)",1
"(1.0134306049264412, 1.0635969664440932)",1
"(2.5856246005449597, 2.0512464188155395)",1
"(0.36095509275141868, 0.78828035365033955)",1
"(-0.50836834628667649, 0.069461800704867072)",1
"(0.89966604149781015, 0.056073846354356638)",1
"(-0.74658825959911645, -1.1287223530455166)",-1
"(0.65000625247144028, 0.21559581027137154)",-1
"(0.83969935398002982, 0.60376567312417762)",-1
"(-1.2653810301436912, -1.1452148158944202)",-1
"(0.49909855624613475, 0.69145770268166373)",1
"(-1.3156467249731434, -1.2738268195456661)",-1
"(-1.0788705214487773, -1.3463421587385951)",-1
"(-1.6926452530471161, -1.6794870222171501)",-1
"(-0.19159741086922377, -0.60447334427034871)",-1
"(0.53415202099710646, 0.90150992413707054)",1
"(1.1996240356925818, 1.05165333622362)",1
"(1.1063205499364381, 0.53813796665668145)",1
"(0.00794910579293584, -0.27167360726999412)",-1
"(-0.36170785711492137, -0.94928846606260997)",-1
"(1.3616760278779607, 1.570860281418077)",1
"(-1.1342029374072029, -1.2435306100602472)",-1
"(1.9852834035654203, 1.635109573963748)",1
"(0.28225316175269893, 0.70295368566930283)",1
"(0.7195755645421521, 0.77101849616585483)",1
"(2.2577925501078653, 2.2559801335026282)",1
"(-0.043210953544218667, 0.43635757916444318)",1
"(-1.3103863481451921, -1.2943169667259879)",-1
"(1.0306096819567581, 1.2791215754568732)",1
"(-0.55189920007393001, 0.04735033305345715)",1
"(0.55081415804410561, 0.91656321703092491)",1
"(-1.1117010784017911, -0.38434402313299398)",1
"(0.28018488809463765, 0.71073019271636151)",1
"(-2.999915805780895, -3.4338949133561081)",-1
"(-0.028217913874301281, -0.49350973906428164)",-1
"(-1.2234165066770089, -1.2180187771675359)",-1
"(2.1016907759503716, 2.1431117522321581)",1
"(0.78333448506228276, 1.2277395787921255)",1
"(1.0358060810110552, 1.3095318828129061)",1
"(-1.09391934310841, -0.2936456426740941)",-1
"(-0.56367524702989646, 0.035043251928479902)",1
"(-1.1542322221874164, -1.4048879317275749)",-1
"(-0.51070162498674965, -0.594535327729945)",-1
"(-1.3353715296950139, -1.3860744564886081)",-1
"(0.62620523965302466, 0.93465779266125526)",1
"(2.1771333063798486, 1.882278510290057)",1
"(0.850192668784578, 1.1677684118525962)",1
"(-1.2983946133593647, -1.5957111039650012)",-1
"(-1.0618642406620231, -0.8601814128890457)",-1
"(2.2790140758358293, 2.0291815329690257)",1
"(0.80313696387825018, 0.79128289957707354)",1
"(-0.042175885746689734, 0.44879112502451357)",1
"(-1.1520538278684123, -1.1351862944211519)",-1
"(-1.274753837298523, -0.86070957561792305)",-1
"(-1.1386177330417704, -0.4487183259556069)",-1
"(-0.34091591011775646, 0.22464076609462169)",1
"(2.0209629448841415, 1.008295914573212)",1
"(-0.9503227578805592, -0.56032858713034217)",-1
"(2.3308881863896542, 2.3196970395122198)",1
"(-0.37328533635053951, 0.20083668322111303)",1
"(-1.3163037503495896, -1.4166063307923114)",-1
"(0.41223214831150223, 0.40215132575528445)",1
"(2.2618058588973442, 1.9309983596363405)",1
"(-1.7673597735069229, -0.90100964155746888)",1
"(1.4764632760059757, 1.2795809855985685)",1
"(0.27231094409183199, 0.68272769026005919)",1
"(-0.59670713382044671, -1.2370989216346771)",-1
"(1.2684022649992677, 1.4991957663418134)",1
"(-1.1709009684195697, -1.0798749266774026)",-1
"(-0.64986338106164532, -0.031243318452432556)",1
"(1.7185419115841767, 1.8427696837018481)",1
"(-1.2601846798060452, -1.2768121850071441)",-1
"(2.8165656201791931, 2.6115070764933783)",1
"(2.2050432440787535, 1.6419176728197806)",1
"(0.69292998584724386, 1.0891120468082129)",1
"(0.87179471416981658, 0.4551925488693529)",-1
"(-1.2397984514257261, -1.1767365853299636)",-1
"(-0.30998688499825855, 0.23143335132770559)",1
"(-1.3208233525307689, -0.73312559928022547)",-1
"(0.75635335722426111, 1.0868652599096977)",1
"(-1.3495306854827516, -1.5615965188092527)",-1
"(-1.4002016473415761, -1.2156206059380028)",-1
"(2.7082134586564881, 2.6261770026791553)",1
"(-1.4708107250863687, -1.1988483992806909)",-1
"(1.6096067034615342, 1.4116384213768547)",1
"(-1.2755243215101066, -1.0237557046086769)",-1
"(-0.034837283263369434, -0.59848319257758975)",-1
"(-0.84096554112725919, -0.1879453079485065)",1
"(0.47396705269905454, 0.029029980693110691)",-1
"(-0.72390593599920405, -1.1471588424991948)",-1
"(-1.0149861725168265, -1.2127783565161057)",-1
"(2.0521305496279538, 1.5658274030212143)",1
"(0.72195928310844626, 0.66904979690706234)",1
"(1.3846825817865944, 1.597949294397101)",1
"(1.5784968067813301, 1.7237723422188012)",1
"(-1.1243047344532728, -0.61270843497441985)",-1
"(-1.1279502329670834, -1.1668401666077886)",-1
"(0.11103370457685757, -0.52870410448312488)",-1
"(1.1892183334819519, 1.0241944770370572)",1
"(-0.091309874031139049, 0.43471347073597189)",1
"(-1.5658819019828372, -1.6042333147113799)",-1
"(-0.25961374771953583, -0.30342222427513943)",-1
"(0.80992276925658568, 1.0291711433730379)",1
"(0.48783263817087302, 0.65368425830941712)",1
"(-1.3598983702292493, -0.72237144874581105)",-1
"(-0.27856332921367449, 0.2600318874048877)",1
"(-1.3096694862683997, -1.5382726365341539)",-1
"(-0.10583022560796418, -0.42523512985957845)",-1
"(-1.2405356258951523, -0.77908471436952065)",-1
"(-1.1806382494004004, -0.68334369269787465)",-1
"(-1.1605242708169641, -0.81993276300766516)",-1
"(-0.89473466011713387, -1.0253277780318677)",-1
"(1.9715292256272983, 1.2002274806369946)",1
"(1.5767204589199815, 1.1657148459266053)",1
"(-0.84052998357311304, -0.95198725066669021)",-1
"(0.24690137239355153, 0.65082907962482661)",1
"(-1.0659985328418826, -0.40972019746429567)",-1
"(-0.70134660458472564, -1.2600056625105576)",-1
"(-2.0702892038993452, -1.1447194544112835)",1
"(-1.5250397562302247, -1.0771134640937516)",-1
"(-1.0059080189431628, -0.91606117411449572)",-1
"(1.3602275243265212, 1.0270025210683902)",1
"(1.056458284587706, 0.57570003305305173)",1
"(-0.34353837939336412, -0.45713292963265528)",-1
"(0.72687190298943538, 0.71341410007872874)",1
"(1.5017102895507497, 0.94035116217631787)",1
"(-1.1741439846034678, -1.1630050377712737)",-1
"(1.150122476852331, 1.0650200514246355)",1
"(2.1945372146768247, 2.2136721483540382)",1
"(-2.1762837200990148, -2.256175743110016)",-1
"(-1.1262764775457463, -0.42073955856566103)",-1
"(2.4517798665850781, 2.411664418506009)",1
"(-0.07339256993872402, -0.092816430039864728)",-1
"(-1.4211214943620887, -1.1657197994360859)",-1
"(-1.0671059734842356, -0.6760254201492919)",-1
"(0.77320895242082344, 0.97916104173270324)",1
"(-0.048914976235194862, 0.44424276639967253)",1
"(-0.51076050396094796, -0.95936979133440003)",-1
"(1.7204876513672833, 1.0514371189229308)",1
"(1.93531105183067, 1.7925370746519844)",1
"(-0.49537504950905042, -1.0726085329447683)",-1
"(0.32530644975905387, 0.75135084368971894)",1
"(-1.5647663900699558, -1.8536834126542467)",-1
"(-1.1662645952805721, -0.82184828454850467)",-1
"(1.3146633439836581, 1.5283334068870225)",1
"(0.7562698481699629, 0.19190378947629827)",-1
"(-1.0904349918857998, -1.07153163070725)",-1
"(1.6825920472852571, 1.1859999604593041)",1
"(0.75066620870118728, 0.23155130594498496)",1
"(-1.0998517303272191, -1.312965088550095)",-1
"(-0.12040498886179501, -0.36141388237681737)",-1
"(-1.4088294563125863, -1.4207811052504031)",-1
"(-1.157722727395714, -1.1813821607369488)",-1
"(-0.89970246613310545, -1.0425209663165331)",-1
"(0.3922165955729931, 0.43725653287480637)",1
"(0.44779880097345914, -0.38050217013783705)",-1
"(0.021335030179322478, 0.49991332892888629)",1
"(-1.6243998902901455, -1.2241844839943279)",-1
"(-1.0679698629278889, -0.36670704899894835)",1
"(1.2952577090356183, 1.5164606173027391)",1
"(0.64547688809222059, 0.76464847078145459)",1
"(2.1900294868218619, 1.3232110393958354)",1
"(0.84610848802581062, 0.23640665210874157)",-1
"(-1.1069858788201214, -1.5197434564370913)",-1
"(-1.3855917321717595, -1.7527966155993528)",-1
"(0.9550553122933767, 1.2499225633453255)",1
"(-1.6644787845819573, -1.9303616369134415)",-1
"(-2.0639186300206713, -1.9864210424341322)",-1
"(2.3136072889599002, 1.7322891849088347)",1
"(0.17540805397892123, -0.83847831231146275)",-1
"(1.5117646239680265, 1.6669652380169855)",1
"(1.7126490070751481, 1.8371519375226457)",1
"(-0.27465684288974385, -0.76715071814910252)",-1
"(0.021455677982931354, -0.69032705959217755)",-1
"(2.9479915667585397, 2.8154903555669351)",1
"(1.8729429210631652, 1.1045751306783431)",1
"(-1.093726857896105, -1.0917023731917437)",-1
"(1.2424089742358029, 1.4722415464091836)",1
"(-0.045937690498064787, 0.46026521476249993)",1
"(-0.97863440912387267, -0.96142735800074342)",-1
"(0.26015474716581172, 0.69333057290657374)",1
"(-1.2491610684773418, -1.4583690194242322)",-1
"(0.46010756553571563, 0.1438898436306687)",1
"(0.55471690029626675, 0.2834207574114096)",1
"(-0.12206262129135442, 0.39182366611461894)",1
"(-1.1113182866512221, -0.58305047842731905)",-1
"(-0.38265482856477184, -0.8042521349157371)",-1
"(-0.64630537010389189, -0.029054518369197702)",1
"(-0.90148313551303105, -0.23293459173057673)",1
"(-2.1156058968660845, -2.2400229447919884)",-1
"(1.8957735074217821, 1.2235128895231944)",1
"(-1.1791740576130056, -1.6879480462902348)",-1
"(1.2164342228514897, 0.12548878543469977)",-1
"(1.4688148274845041, 0.52188150646881204)",-1
"(-0.63189664791432754, -0.5891690987979461)",-1
"(-0.44577988072296826, 0.13755147382953437)",1
"(-1.061396103036758, -0.82889181042878302)",-1
"(2.1472204196156892, 1.9547601374767949)",1
"(-0.56211585461184543, -1.2425219958994995)",-1
"(-0.0083838927303176436, 0.46790583423320908)",1
"(1.9637816958739045, 2.0442396366042432)",1
"(0.11754090198105249, -0.30569145443490686)",-1
"(0.448902126912685, 0.82550540558462127)",1
"(0.91684578870894362, 0.8998032498240105)",1
"(0.68747177272510807, 1.0451530263298896)",1
"(-0.24614558396064457, -0.69466191919546671)",-1
"(-1.3050704488436291, -0.94487309114006357)",-1
"(-2.3288549413079562, -2.6264738214471999)",-1
"(0.53924826758757904, -0.023852821537939661)",-1
"(1.0516984483574414, 1.3217249992337021)",1
"(0.81787184927445133, 0.92161397267003453)",1
"(1.5434376669450298, 0.98136189661533568)",1
"(-1.1608410756977126, -2.0043424970503723)",-1
"(-0.47456152776253074, -0.78360220058401997)",-1
"(0.78117448333393757, 0.63152477786956296)",1
"(1.4748255888099031, 1.074868937406545)",1
"(-1.9608790099231355, -2.391557557474167)",-1
"(-0.64895347495025324, -1.2297975797810858)",-1
"(1.0890399505975303, 1.3651513913502509)",1
"(-2.6133078930208087, -2.6486611803068181)",-1
"(-1.7385222126120214, -2.0373632008796165)",-1
"(-1.781248049516388, -0.9124292049935423)",1
"(0.10986156378687095, 0.59993041465910824)",1
"(0.436671820336126, -0.031159722850432781)",1
"(-1.1947055454779023, -0.99500641268331769)",-1
"(1.2861075383213327, 1.9136826817551711)",1
"(0.13781089369933863, 0.24648462547421934)",1
"(1.1478380654332125, 1.2901432432330293)",1
"(2.0320946300312768, 1.8821783549130822)",1
"(-1.5084455740687022, -1.622616726920586)",-1
"(-1.1006965356519707, -1.0518949301529079)",-1
"(-0.67523034425841699, -0.055801832650928418)",1
"(-0.14216711024453768, -0.3499888460390711)",-1
"(-1.1232619105966224, -1.142717969299933)",-1
"(2.2351959416926981, 1.9363337356123513)",1
"(-0.44306432913032301, -0.9817287860394982)",-1
"(2.9511976061703447, 2.3441443618890361)",1
"(-1.2500077116063324, -1.3372313901943045)",-1
"(-3.0975592566219099, -3.2210310967549325)",-1
"(1.5429147544335982, 1.4407747319070374)",1
"(0.1470802477182756, -0.094345361071391576)",-1
"(0.052368252575675067, 0.51399292350486192)",1
"(0.12641060272436766, 0.57623302513683461)",1
"(0.93904625832919897, 0.36515851663857335)",-1
"(-1.261879817542165, -1.2684785065382702)",-1
"(0.20059207809109764, -0.29274225106045138)",-1
"(-1.0926347699622216, -0.77510272258015112)",-1
"(0.30917451662933992, 0.73879499031814722)",1
"(-0.46114044577659941, -0.87355826214234711)",-1
"(-0.00053876053284152015, 0.47997862230955757)",1
"(0.3040353117666808, 0.24952138279811764)",1
"(-1.1958040082346981, -1.16573052137421)",-1
"(-1.1195350338701329, -1.3023014007835108)",-1
"(0.77729324243459141, 0.59964533437795231)",1
"(2.1550849816011493, 1.885822343947877)",1
"(1.3957358146291978, 1.215753780909324)",1
"(-1.4733116711158369, -1.5210409511254146)",-1
"(-1.1225527587639985, -0.95038884656342359)",-1
"(0.56969209836138091, 0.50566133641439603)",-1
"(-1.3886214394790037, -1.3298172246471012)",-1
"(-0.24373078090211819, -0.97048994922691745)",-1
"(-1.5274574349509811, -1.1633957002212028)",-1
"(-1.3428715796359578, -0.88778447856234854)",-1
"(-0.85956006597189694, -0.94963309396957418)",-1
"(1.1782533664090651, 1.4138595331448636)",1
"(-1.4571423889979962, -1.4658036998353265)",-1
"(1.5452803368153476, 1.2037272440163411)",1
"(-1.0387401768814906, -1.3513697731813927)",-1
